time;nb_octet;file;size;rtt
171.0;221680;data_4.tr;0;11
172.0;232000;data_4.tr;0;11
173.0;131120;data_4.tr;0;11
174.0;151080;data_4.tr;0;11
175.0;181440;data_4.tr;0;11
176.0;201760;data_4.tr;0;11
177.0;282040;data_4.tr;0;11
178.0;221960;data_4.tr;0;11
179.0;130760;data_4.tr;0;11
180.0;171280;data_4.tr;0;11
181.0;191760;data_4.tr;0;11
182.0;241920;data_4.tr;0;11
183.0;60560;data_4.tr;0;11
184.0;151120;data_4.tr;0;11
185.0;251680;data_4.tr;0;11
186.0;211880;data_4.tr;0;11
187.0;242040;data_4.tr;0;11
188.0;70560;data_4.tr;0;11
189.0;161200;data_4.tr;0;11
190.0;241760;data_4.tr;0;11
191.0;211520;data_4.tr;0;11
192.0;212040;data_4.tr;0;11
193.0;120720;data_4.tr;0;11
194.0;151400;data_4.tr;0;11
195.0;211560;data_4.tr;0;11
196.0;271880;data_4.tr;0;11
197.0;50800;data_4.tr;0;11
198.0;110760;data_4.tr;0;11
199.0;90840;data_4.tr;0;11
200.0;211400;data_4.tr;0;11
201.0;191520;data_4.tr;0;11
202.0;221960;data_4.tr;0;11
203.0;80520;data_4.tr;0;11
204.0;110960;data_4.tr;0;11
205.0;191440;data_4.tr;0;11
206.0;261800;data_4.tr;0;11
207.0;282480;data_4.tr;0;11
208.0;372960;data_4.tr;0;11
209.0;453320;data_4.tr;0;11
210.0;453600;data_4.tr;0;11
211.0;222120;data_4.tr;0;11
212.0;221440;data_4.tr;0;11
213.0;252320;data_4.tr;0;11
214.0;402720;data_4.tr;0;11
215.0;302360;data_4.tr;0;11
216.0;50880;data_4.tr;0;11
217.0;181120;data_4.tr;0;11
218.0;191800;data_4.tr;0;11
219.0;221800;data_4.tr;0;11
220.0;201560;data_4.tr;0;11
221.0;120880;data_4.tr;0;11
222.0;151280;data_4.tr;0;11
223.0;241720;data_4.tr;0;11
224.0;231840;data_4.tr;0;11
225.0;60640;data_4.tr;0;11
226.0;201320;data_4.tr;0;11
227.0;201520;data_4.tr;0;11
228.0;211920;data_4.tr;0;11
229.0;392760;data_4.tr;0;11
230.0;383240;data_4.tr;0;11
231.0;473480;data_4.tr;0;11
232.0;433880;data_4.tr;0;11
233.0;574120;data_4.tr;0;11
234.0;403560;data_4.tr;0;11
235.0;493760;data_4.tr;0;11
236.0;513720;data_4.tr;0;11
237.0;403840;data_4.tr;0;11
238.0;604360;data_4.tr;0;11
239.0;403200;data_4.tr;0;11
240.0;343160;data_4.tr;0;11
241.0;131040;data_4.tr;0;11
242.0;322120;data_4.tr;0;11
243.0;262080;data_4.tr;0;11
244.0;30600;data_4.tr;0;11
245.0;171080;data_4.tr;0;11
246.0;161520;data_4.tr;0;11
247.0;221680;data_4.tr;0;11
248.0;201560;data_4.tr;0;11
249.0;100760;data_4.tr;0;11
250.0;151240;data_4.tr;0;11
251.0;251760;data_4.tr;0;11
252.0;251880;data_4.tr;0;11
253.0;141360;data_4.tr;0;11
254.0;100840;data_4.tr;0;11
255.0;131000;data_4.tr;0;11
256.0;251760;data_4.tr;0;11
257.0;251960;data_4.tr;0;11
258.0;131320;data_4.tr;0;11
259.0;120720;data_4.tr;0;11
260.0;151280;data_4.tr;0;11
261.0;251840;data_4.tr;0;11
262.0;241800;data_4.tr;0;11
263.0;262400;data_4.tr;0;11
264.0;70520;data_4.tr;0;11
265.0;211520;data_4.tr;0;11
266.0;191680;data_4.tr;0;11
267.0;332400;data_4.tr;0;11
268.0;231720;data_4.tr;0;11
269.0;70760;data_4.tr;0;11
270.0;171360;data_4.tr;0;11
271.0;231600;data_4.tr;0;11
272.0;231960;data_4.tr;0;11
273.0;131160;data_4.tr;0;11
274.0;151080;data_4.tr;0;11
275.0;181440;data_4.tr;0;11
276.0;201760;data_4.tr;0;11
277.0;211680;data_4.tr;0;11
278.0;120720;data_4.tr;0;11
279.0;151400;data_4.tr;0;11
280.0;201600;data_4.tr;0;11
281.0;302040;data_4.tr;0;11
282.0;91000;data_4.tr;0;11
283.0;141040;data_4.tr;0;11
284.0;201520;data_4.tr;0;11
285.0;201480;data_4.tr;0;11
286.0;232080;data_4.tr;0;11
287.0;80520;data_4.tr;0;11
288.0;70720;data_4.tr;0;11
289.0;181160;data_4.tr;0;11
290.0;151280;data_4.tr;0;11
291.0;191720;data_4.tr;0;11
292.0;221640;data_4.tr;0;11
293.0;90760;data_4.tr;0;11
294.0;171240;data_4.tr;0;11
295.0;231640;data_4.tr;0;11
296.0;211920;data_4.tr;0;11
297.0;251880;data_4.tr;0;11
298.0;282280;data_4.tr;0;11
299.0;60400;data_4.tr;0;11
300.0;131200;data_4.tr;0;11
301.0;261720;data_4.tr;0;11
302.0;221720;data_4.tr;0;11
303.0;242040;data_4.tr;0;11
304.0;60560;data_4.tr;0;11
305.0;181360;data_4.tr;0;11
306.0;201640;data_4.tr;0;11
307.0;221880;data_4.tr;0;11
308.0;292120;data_4.tr;0;11
309.0;121160;data_4.tr;0;11
310.0;161080;data_4.tr;0;11
311.0;201480;data_4.tr;0;11
312.0;221960;data_4.tr;0;11
313.0;151200;data_4.tr;0;11
314.0;100880;data_4.tr;0;11
315.0;171280;data_4.tr;0;11
316.0;261800;data_4.tr;0;11
317.0;242000;data_4.tr;0;11
318.0;131280;data_4.tr;0;11
319.0;120920;data_4.tr;0;11
320.0;171320;data_4.tr;0;11
321.0;271880;data_4.tr;0;11
322.0;221680;data_4.tr;0;11
323.0;121320;data_4.tr;0;11
324.0;171080;data_4.tr;0;11
325.0;161520;data_4.tr;0;11
326.0;241760;data_4.tr;0;11
327.0;191600;data_4.tr;0;11
328.0;60560;data_4.tr;0;11
329.0;110720;data_4.tr;0;11
330.0;131120;data_4.tr;0;11
331.0;221560;data_4.tr;0;11
332.0;211640;data_4.tr;0;11
333.0;131320;data_4.tr;0;11
334.0;110680;data_4.tr;0;11
335.0;131120;data_4.tr;0;11
336.0;241760;data_4.tr;0;11
337.0;221720;data_4.tr;0;11
338.0;423200;data_4.tr;0;11
339.0;312880;data_4.tr;0;11
340.0;473360;data_4.tr;0;11
341.0;463520;data_4.tr;0;11
342.0;71080;data_4.tr;0;11
343.0;291960;data_4.tr;0;11
344.0;272520;data_4.tr;0;11
345.0;432920;data_4.tr;0;11
346.0;171720;data_4.tr;0;11
347.0;60600;data_4.tr;0;11
348.0;231480;data_4.tr;0;11
349.0;211960;data_4.tr;0;11
350.0;231840;data_4.tr;0;11
351.0;100840;data_4.tr;0;11
352.0;171160;data_4.tr;0;11
353.0;171560;data_4.tr;0;11
354.0;261840;data_4.tr;0;11
355.0;141240;data_4.tr;0;11
356.0;100800;data_4.tr;0;11
357.0;191440;data_4.tr;0;11
358.0;251760;data_4.tr;0;11
359.0;232040;data_4.tr;0;11
360.0;423320;data_4.tr;0;11
361.0;423240;data_4.tr;0;11
362.0;483480;data_4.tr;0;11
363.0;464160;data_4.tr;0;11
364.0;543880;data_4.tr;0;11
365.0;403760;data_4.tr;0;11
366.0;463560;data_4.tr;0;11
367.0;533720;data_4.tr;0;11
368.0;494360;data_4.tr;0;11
369.0;523840;data_4.tr;0;11
370.0;403400;data_4.tr;0;11
371.0;201800;data_4.tr;0;11
372.0;171520;data_4.tr;0;11
373.0;322200;data_4.tr;0;11
374.0;171600;data_4.tr;0;11
375.0;60520;data_4.tr;0;11
376.0;211440;data_4.tr;0;11
377.0;171600;data_4.tr;0;11
378.0;241760;data_4.tr;0;11
379.0;120920;data_4.tr;0;11
380.0;141040;data_4.tr;0;11
381.0;161440;data_4.tr;0;11
382.0;271880;data_4.tr;0;11
383.0;251840;data_4.tr;0;11
384.0;80840;data_4.tr;0;11
385.0;121040;data_4.tr;0;11
386.0;151280;data_4.tr;0;11
387.0;281880;data_4.tr;0;11
388.0;251880;data_4.tr;0;11
389.0;80880;data_4.tr;0;11
390.0;131080;data_4.tr;0;11
391.0;161160;data_4.tr;0;11
392.0;262040;data_4.tr;0;11
393.0;282040;data_4.tr;0;11
394.0;141560;data_4.tr;0;11
395.0;120880;data_4.tr;0;11
396.0;241680;data_4.tr;0;11
397.0;201880;data_4.tr;0;11
398.0;342320;data_4.tr;0;11
399.0;131360;data_4.tr;0;11
400.0;120840;data_4.tr;0;11
401.0;191480;data_4.tr;0;11
402.0;261800;data_4.tr;0;11
403.0;232000;data_4.tr;0;11
404.0;60560;data_4.tr;0;11
405.0;181360;data_4.tr;0;11
406.0;201640;data_4.tr;0;11
407.0;221840;data_4.tr;0;11
408.0;121000;data_4.tr;0;11
409.0;161040;data_4.tr;0;11
410.0;181520;data_4.tr;0;11
411.0;241920;data_4.tr;0;11
412.0;241840;data_4.tr;0;11
413.0;60640;data_4.tr;0;11
414.0;151160;data_4.tr;0;11
415.0;251800;data_4.tr;0;11
416.0;201480;data_4.tr;0;11
417.0;141440;data_4.tr;0;11
418.0;100680;data_4.tr;0;11
419.0;90840;data_4.tr;0;11
420.0;201320;data_4.tr;0;11
421.0;171440;data_4.tr;0;11
422.0;211680;data_4.tr;0;11
423.0;151200;data_4.tr;0;11
424.0;110960;data_4.tr;0;11
425.0;231600;data_4.tr;0;11
426.0;191520;data_4.tr;0;11
427.0;252160;data_4.tr;0;11
428.0;271840;data_4.tr;0;11
429.0;141480;data_4.tr;0;11
430.0;120720;data_4.tr;0;11
431.0;151440;data_4.tr;0;11
432.0;261800;data_4.tr;0;11
433.0;251880;data_4.tr;0;11
434.0;151440;data_4.tr;0;11
435.0;100880;data_4.tr;0;11
436.0;201400;data_4.tr;0;11
437.0;221760;data_4.tr;0;11
438.0;232000;data_4.tr;0;11
439.0;272080;data_4.tr;0;11
440.0;70560;data_4.tr;0;11
441.0;181400;data_4.tr;0;11
442.0;241680;data_4.tr;0;11
443.0;232000;data_4.tr;0;11
444.0;80640;data_4.tr;0;11
445.0;131200;data_4.tr;0;11
446.0;251680;data_4.tr;0;11
447.0;211640;data_4.tr;0;11
448.0;262120;data_4.tr;0;11
449.0;70680;data_4.tr;0;11
450.0;131200;data_4.tr;0;11
451.0;171360;data_4.tr;0;11
452.0;302000;data_4.tr;0;11
453.0;221760;data_4.tr;0;11
454.0;60800;data_4.tr;0;11
455.0;211360;data_4.tr;0;11
456.0;171520;data_4.tr;0;11
457.0;241920;data_4.tr;0;11
458.0;121000;data_4.tr;0;11
459.0;70640;data_4.tr;0;11
460.0;130920;data_4.tr;0;11
461.0;151240;data_4.tr;0;11
462.0;241640;data_4.tr;0;11
463.0;221720;data_4.tr;0;11
464.0;50680;data_4.tr;0;11
465.0;151040;data_4.tr;0;11
466.0;151400;data_4.tr;0;11
467.0;231720;data_4.tr;0;11
468.0;302400;data_4.tr;0;11
469.0;412880;data_4.tr;0;11
470.0;343160;data_4.tr;0;11
471.0;483520;data_4.tr;0;11
472.0;292720;data_4.tr;0;11
473.0;141120;data_4.tr;0;11
474.0;322120;data_4.tr;0;11
475.0;282520;data_4.tr;0;11
476.0;423000;data_4.tr;0;11
477.0;80960;data_4.tr;0;11
478.0;161120;data_4.tr;0;11
479.0;211520;data_4.tr;0;11
480.0;222000;data_4.tr;0;11
481.0;201560;data_4.tr;0;11
482.0;100800;data_4.tr;0;11
483.0;171280;data_4.tr;0;11
484.0;191640;data_4.tr;0;11
485.0;282040;data_4.tr;0;11
486.0;60600;data_4.tr;0;11
487.0;131080;data_4.tr;0;11
488.0;191560;data_4.tr;0;11
489.0;292000;data_4.tr;0;11
490.0;332720;data_4.tr;0;11
491.0;373080;data_4.tr;0;11
492.0;443360;data_4.tr;0;11
493.0;504000;data_4.tr;0;11
494.0;463800;data_4.tr;0;11
495.0;533720;data_4.tr;0;11
496.0;413920;data_4.tr;0;11
497.0;433440;data_4.tr;0;11
498.0;574200;data_4.tr;0;11
499.0;463920;data_4.tr;0;11
500.0;533720;data_4.tr;0;11
501.0;353360;data_4.tr;0;11
502.0;130880;data_4.tr;0;11
503.0;211960;data_4.tr;0;11
504.0;342320;data_4.tr;0;11
505.0;60720;data_4.tr;0;11
506.0;110920;data_4.tr;0;11
507.0;221560;data_4.tr;0;11
508.0;191720;data_4.tr;0;11
509.0;211640;data_4.tr;0;11
510.0;90600;data_4.tr;0;11
511.0;181320;data_4.tr;0;11
512.0;171520;data_4.tr;0;11
513.0;292080;data_4.tr;0;11
514.0;161440;data_4.tr;0;11
515.0;100680;data_4.tr;0;11
516.0;151200;data_4.tr;0;11
517.0;171520;data_4.tr;0;11
518.0;292000;data_4.tr;0;11
519.0;171520;data_4.tr;0;11
520.0;110760;data_4.tr;0;11
521.0;161320;data_4.tr;0;11
522.0;171320;data_4.tr;0;11
523.0;252040;data_4.tr;0;11
524.0;322240;data_4.tr;0;11
525.0;40760;data_4.tr;0;11
526.0;181400;data_4.tr;0;11
527.0;261920;data_4.tr;0;11
528.0;211800;data_4.tr;0;11
529.0;332320;data_4.tr;0;11
530.0;90840;data_4.tr;0;11
531.0;131200;data_4.tr;0;11
532.0;231600;data_4.tr;0;11
533.0;251840;data_4.tr;0;11
534.0;151440;data_4.tr;0;11
535.0;100840;data_4.tr;0;11
536.0;201440;data_4.tr;0;11
537.0;221800;data_4.tr;0;11
538.0;221880;data_4.tr;0;11
539.0;120720;data_4.tr;0;11
540.0;141080;data_4.tr;0;11
541.0;201680;data_4.tr;0;11
542.0;242000;data_4.tr;0;11
543.0;161280;data_4.tr;0;11
544.0;100800;data_4.tr;0;11
545.0;171360;data_4.tr;0;11
546.0;271880;data_4.tr;0;11
547.0;211600;data_4.tr;0;11
548.0;60840;data_4.tr;0;11
549.0;110760;data_4.tr;0;11
550.0;111000;data_4.tr;0;11
551.0;201360;data_4.tr;0;11
552.0;211800;data_4.tr;0;11
553.0;201480;data_4.tr;0;11
554.0;110880;data_4.tr;0;11
555.0;131200;data_4.tr;0;11
556.0;221600;data_4.tr;0;11
557.0;231760;data_4.tr;0;11
558.0;282240;data_4.tr;0;11
559.0;261840;data_4.tr;0;11
560.0;40720;data_4.tr;0;11
561.0;171120;data_4.tr;0;11
562.0;171560;data_4.tr;0;11
563.0;271960;data_4.tr;0;11
564.0;251880;data_4.tr;0;11
565.0;90840;data_4.tr;0;11
566.0;131200;data_4.tr;0;11
567.0;231560;data_4.tr;0;11
568.0;231880;data_4.tr;0;11
569.0;252160;data_4.tr;0;11
570.0;171320;data_4.tr;0;11
571.0;110720;data_4.tr;0;11
572.0;171600;data_4.tr;0;11
573.0;291920;data_4.tr;0;11
574.0;141480;data_4.tr;0;11
575.0;120720;data_4.tr;0;11
576.0;151280;data_4.tr;0;11
577.0;241880;data_4.tr;0;11
578.0;261880;data_4.tr;0;11
579.0;151560;data_4.tr;0;11
580.0;120720;data_4.tr;0;11
581.0;151440;data_4.tr;0;11
582.0;191480;data_4.tr;0;11
583.0;302080;data_4.tr;0;11
584.0;141320;data_4.tr;0;11
585.0;100880;data_4.tr;0;11
586.0;231520;data_4.tr;0;11
587.0;191600;data_4.tr;0;11
588.0;242040;data_4.tr;0;11
589.0;60560;data_4.tr;0;11
590.0;90640;data_4.tr;0;11
591.0;131040;data_4.tr;0;11
592.0;171360;data_4.tr;0;11
593.0;241720;data_4.tr;0;11
594.0;171600;data_4.tr;0;11
595.0;60480;data_4.tr;0;11
596.0;181160;data_4.tr;0;11
597.0;171520;data_4.tr;0;11
598.0;231880;data_4.tr;0;11
599.0;342640;data_4.tr;0;11
0.0;503280;data_2.tr;0;6
1.0;333240;data_2.tr;0;6
2.0;231560;data_2.tr;0;6
3.0;352720;data_2.tr;0;6
4.0;353080;data_2.tr;0;6
5.0;443240;data_2.tr;0;6
6.0;453760;data_2.tr;0;6
7.0;524280;data_2.tr;0;6
8.0;594160;data_2.tr;0;6
9.0;413720;data_2.tr;0;6
10.0;191640;data_2.tr;0;6
11.0;292040;data_2.tr;0;6
12.0;252440;data_2.tr;0;6
13.0;453240;data_2.tr;0;6
14.0;463600;data_2.tr;0;6
15.0;483920;data_2.tr;0;6
16.0;594320;data_2.tr;0;6
17.0;524480;data_2.tr;0;6
18.0;494080;data_2.tr;0;6
19.0;473760;data_2.tr;0;6
20.0;534040;data_2.tr;0;6
21.0;594440;data_2.tr;0;6
22.0;413880;data_2.tr;0;6
23.0;574040;data_2.tr;0;6
24.0;433960;data_2.tr;0;6
25.0;553960;data_2.tr;0;6
26.0;454000;data_2.tr;0;6
27.0;604360;data_2.tr;0;6
28.0;554440;data_2.tr;0;6
29.0;453720;data_2.tr;0;6
30.0;473960;data_2.tr;0;6
31.0;544560;data_2.tr;0;6
32.0;594080;data_2.tr;0;6
33.0;464120;data_2.tr;0;6
34.0;473560;data_2.tr;0;6
35.0;141480;data_2.tr;0;6
36.0;423040;data_2.tr;0;6
37.0;373160;data_2.tr;0;6
38.0;473480;data_2.tr;0;6
39.0;443760;data_2.tr;0;6
40.0;553840;data_2.tr;0;6
41.0;524440;data_2.tr;0;6
42.0;484000;data_2.tr;0;6
43.0;453720;data_2.tr;0;6
44.0;553960;data_2.tr;0;6
45.0;403480;data_2.tr;0;6
46.0;262240;data_2.tr;0;6
47.0;292160;data_2.tr;0;6
48.0;393040;data_2.tr;0;6
49.0;373120;data_2.tr;0;6
50.0;483560;data_2.tr;0;6
51.0;574400;data_2.tr;0;6
52.0;433920;data_2.tr;0;6
53.0;604640;data_2.tr;0;6
54.0;483880;data_2.tr;0;6
55.0;524160;data_2.tr;0;6
56.0;604360;data_2.tr;0;6
57.0;403480;data_2.tr;0;6
58.0;604560;data_2.tr;0;6
59.0;474200;data_2.tr;0;6
60.0;534040;data_2.tr;0;6
61.0;413720;data_2.tr;0;6
62.0;272160;data_2.tr;0;6
63.0;402760;data_2.tr;0;6
64.0;363000;data_2.tr;0;6
65.0;403400;data_2.tr;0;6
66.0;574000;data_2.tr;0;6
67.0;564520;data_2.tr;0;6
68.0;443920;data_2.tr;0;6
69.0;604520;data_2.tr;0;6
70.0;453920;data_2.tr;0;6
71.0;554040;data_2.tr;0;6
72.0;403720;data_2.tr;0;6
73.0;604680;data_2.tr;0;6
74.0;604280;data_2.tr;0;6
75.0;444040;data_2.tr;0;6
76.0;423440;data_2.tr;0;6
77.0;141160;data_2.tr;0;6
78.0;332160;data_2.tr;0;6
79.0;292680;data_2.tr;0;6
80.0;161200;data_2.tr;0;6
81.0;292280;data_2.tr;0;6
82.0;312440;data_2.tr;0;6
83.0;332880;data_2.tr;0;6
84.0;473120;data_2.tr;0;6
85.0;383640;data_2.tr;0;6
86.0;604600;data_2.tr;0;6
87.0;604320;data_2.tr;0;6
88.0;403640;data_2.tr;0;6
89.0;604320;data_2.tr;0;6
90.0;424040;data_2.tr;0;6
91.0;584200;data_2.tr;0;6
92.0;484040;data_2.tr;0;6
93.0;524000;data_2.tr;0;6
94.0;604600;data_2.tr;0;6
95.0;403760;data_2.tr;0;6
96.0;604320;data_2.tr;0;6
97.0;464040;data_2.tr;0;6
98.0;302520;data_2.tr;0;6
99.0;221440;data_2.tr;0;6
100.0;292480;data_2.tr;0;6
101.0;201680;data_2.tr;0;6
102.0;171160;data_2.tr;0;6
103.0;161560;data_2.tr;0;6
104.0;301960;data_2.tr;0;6
105.0;252400;data_2.tr;0;6
106.0;161200;data_2.tr;0;6
107.0;191280;data_2.tr;0;6
108.0;181760;data_2.tr;0;6
109.0;332160;data_2.tr;0;6
110.0;403160;data_2.tr;0;6
111.0;423600;data_2.tr;0;6
112.0;503720;data_2.tr;0;6
113.0;403680;data_2.tr;0;6
114.0;604720;data_2.tr;0;6
115.0;543920;data_2.tr;0;6
116.0;464200;data_2.tr;0;6
117.0;604240;data_2.tr;0;6
118.0;584520;data_2.tr;0;6
119.0;423800;data_2.tr;0;6
120.0;564120;data_2.tr;0;6
121.0;443920;data_2.tr;0;6
122.0;493800;data_2.tr;0;6
123.0;544560;data_2.tr;0;6
124.0;574200;data_2.tr;0;6
125.0;564320;data_2.tr;0;6
126.0;443920;data_2.tr;0;6
127.0;513880;data_2.tr;0;6
128.0;534520;data_2.tr;0;6
129.0;564160;data_2.tr;0;6
130.0;594440;data_2.tr;0;6
131.0;413680;data_2.tr;0;6
132.0;433640;data_2.tr;0;6
133.0;271960;data_2.tr;0;6
134.0;332920;data_2.tr;0;6
135.0;423120;data_2.tr;0;6
136.0;513840;data_2.tr;0;6
137.0;393360;data_2.tr;0;6
138.0;594240;data_2.tr;0;6
139.0;544560;data_2.tr;0;6
140.0;474000;data_2.tr;0;6
141.0;483800;data_2.tr;0;6
142.0;523960;data_2.tr;0;6
143.0;594480;data_2.tr;0;6
144.0;413960;data_2.tr;0;6
145.0;604160;data_2.tr;0;6
146.0;454120;data_2.tr;0;6
147.0;554080;data_2.tr;0;6
148.0;604640;data_2.tr;0;6
149.0;403520;data_2.tr;0;6
150.0;544120;data_2.tr;0;6
151.0;463960;data_2.tr;0;6
152.0;604680;data_2.tr;0;6
153.0;504000;data_2.tr;0;6
154.0;503960;data_2.tr;0;6
155.0;604480;data_2.tr;0;6
156.0;403720;data_2.tr;0;6
157.0;604560;data_2.tr;0;6
158.0;604600;data_2.tr;0;6
159.0;444040;data_2.tr;0;6
160.0;564120;data_2.tr;0;6
161.0;403680;data_2.tr;0;6
162.0;604480;data_2.tr;0;6
163.0;604360;data_2.tr;0;6
164.0;444160;data_2.tr;0;6
165.0;564080;data_2.tr;0;6
166.0;403520;data_2.tr;0;6
167.0;604320;data_2.tr;0;6
168.0;403720;data_2.tr;0;6
169.0;604480;data_2.tr;0;6
170.0;524200;data_2.tr;0;6
171.0;483960;data_2.tr;0;6
172.0;463800;data_2.tr;0;6
173.0;544240;data_2.tr;0;6
174.0;594280;data_2.tr;0;6
175.0;454200;data_2.tr;0;6
176.0;564000;data_2.tr;0;6
177.0;403720;data_2.tr;0;6
178.0;604200;data_2.tr;0;6
179.0;584640;data_2.tr;0;6
180.0;423640;data_2.tr;0;6
181.0;534160;data_2.tr;0;6
182.0;473800;data_2.tr;0;6
183.0;604640;data_2.tr;0;6
184.0;403760;data_2.tr;0;6
185.0;604240;data_2.tr;0;6
186.0;413880;data_2.tr;0;6
187.0;563840;data_2.tr;0;6
188.0;534520;data_2.tr;0;6
189.0;504160;data_2.tr;0;6
190.0;604320;data_2.tr;0;6
191.0;403720;data_2.tr;0;6
192.0;604200;data_2.tr;0;6
193.0;544560;data_2.tr;0;6
194.0;463880;data_2.tr;0;6
195.0;514000;data_2.tr;0;6
196.0;494000;data_2.tr;0;6
197.0;604520;data_2.tr;0;6
198.0;554440;data_2.tr;0;6
199.0;454040;data_2.tr;0;6
200.0;604480;data_2.tr;0;6
201.0;453880;data_2.tr;0;6
202.0;553960;data_2.tr;0;6
203.0;584560;data_2.tr;0;6
204.0;423960;data_2.tr;0;6
205.0;604400;data_2.tr;0;6
206.0;453920;data_2.tr;0;6
207.0;232000;data_2.tr;0;6
208.0;221760;data_2.tr;0;6
209.0;362480;data_2.tr;0;6
210.0;262440;data_2.tr;0;6
211.0;191280;data_2.tr;0;6
212.0;302480;data_2.tr;0;6
213.0;362680;data_2.tr;0;6
214.0;403120;data_2.tr;0;6
215.0;403040;data_2.tr;0;6
216.0;544320;data_2.tr;0;6
217.0;474280;data_2.tr;0;6
218.0;584080;data_2.tr;0;6
219.0;403600;data_2.tr;0;6
220.0;594200;data_2.tr;0;6
221.0;544560;data_2.tr;0;6
222.0;473920;data_2.tr;0;6
223.0;473840;data_2.tr;0;6
224.0;534000;data_2.tr;0;6
225.0;604560;data_2.tr;0;6
226.0;554560;data_2.tr;0;6
227.0;453720;data_2.tr;0;6
228.0;504040;data_2.tr;0;6
229.0;101200;data_2.tr;0;6
230.0;292000;data_2.tr;0;6
231.0;312520;data_2.tr;0;6
232.0;110920;data_2.tr;0;6
233.0;211520;data_2.tr;0;6
234.0;171680;data_2.tr;0;6
235.0;332160;data_2.tr;0;6
236.0;272560;data_2.tr;0;6
237.0;60520;data_2.tr;0;6
238.0;241560;data_2.tr;0;6
239.0;191880;data_2.tr;0;6
240.0;362360;data_2.tr;0;6
241.0;453720;data_2.tr;0;6
242.0;423480;data_2.tr;0;6
243.0;523880;data_2.tr;0;6
244.0;594520;data_2.tr;0;6
245.0;434120;data_2.tr;0;6
246.0;584120;data_2.tr;0;6
247.0;433920;data_2.tr;0;6
248.0;574080;data_2.tr;0;6
249.0;594560;data_2.tr;0;6
250.0;413920;data_2.tr;0;6
251.0;604200;data_2.tr;0;6
252.0;403840;data_2.tr;0;6
253.0;604360;data_2.tr;0;6
254.0;604520;data_2.tr;0;6
255.0;403680;data_2.tr;0;6
256.0;554120;data_2.tr;0;6
257.0;453960;data_2.tr;0;6
258.0;604320;data_2.tr;0;6
259.0;474200;data_2.tr;0;6
260.0;534120;data_2.tr;0;6
261.0;584320;data_2.tr;0;6
262.0;423760;data_2.tr;0;6
263.0;363160;data_2.tr;0;6
264.0;282080;data_2.tr;0;6
265.0;393000;data_2.tr;0;6
266.0;383320;data_2.tr;0;6
267.0;543680;data_2.tr;0;6
268.0;403640;data_2.tr;0;6
269.0;604480;data_2.tr;0;6
270.0;534240;data_2.tr;0;6
271.0;474000;data_2.tr;0;6
272.0;473760;data_2.tr;0;6
273.0;534240;data_2.tr;0;6
274.0;604280;data_2.tr;0;6
275.0;454200;data_2.tr;0;6
276.0;554000;data_2.tr;0;6
277.0;443960;data_2.tr;0;6
278.0;564360;data_2.tr;0;6
279.0;604360;data_2.tr;0;6
280.0;403680;data_2.tr;0;6
281.0;533960;data_2.tr;0;6
282.0;474200;data_2.tr;0;6
283.0;604480;data_2.tr;0;6
284.0;604520;data_2.tr;0;6
285.0;403560;data_2.tr;0;6
286.0;604360;data_2.tr;0;6
287.0;544520;data_2.tr;0;6
288.0;464040;data_2.tr;0;6
289.0;604600;data_2.tr;0;6
290.0;453800;data_2.tr;0;6
291.0;554040;data_2.tr;0;6
292.0;574440;data_2.tr;0;6
293.0;433960;data_2.tr;0;6
294.0;604400;data_2.tr;0;6
295.0;464000;data_2.tr;0;6
296.0;544000;data_2.tr;0;6
297.0;403600;data_2.tr;0;6
298.0;604240;data_2.tr;0;6
299.0;574600;data_2.tr;0;6
300.0;433840;data_2.tr;0;6
301.0;604280;data_2.tr;0;6
302.0;403760;data_2.tr;0;6
303.0;453640;data_2.tr;0;6
304.0;554440;data_2.tr;0;6
305.0;604320;data_2.tr;0;6
306.0;504240;data_2.tr;0;6
307.0;503840;data_2.tr;0;6
308.0;403640;data_2.tr;0;6
309.0;604280;data_2.tr;0;6
310.0;584560;data_2.tr;0;6
311.0;423800;data_2.tr;0;6
312.0;523960;data_2.tr;0;6
313.0;484040;data_2.tr;0;6
314.0;604560;data_2.tr;0;6
315.0;604520;data_2.tr;0;6
316.0;403400;data_2.tr;0;6
317.0;413840;data_2.tr;0;6
318.0;594280;data_2.tr;0;6
319.0;604480;data_2.tr;0;6
320.0;403880;data_2.tr;0;6
321.0;604200;data_2.tr;0;6
322.0;403800;data_2.tr;0;6
323.0;604160;data_2.tr;0;6
324.0;544520;data_2.tr;0;6
325.0;463880;data_2.tr;0;6
326.0;604360;data_2.tr;0;6
327.0;403600;data_2.tr;0;6
328.0;604520;data_2.tr;0;6
329.0;564520;data_2.tr;0;6
330.0;504400;data_2.tr;0;6
331.0;544120;data_2.tr;0;6
332.0;433760;data_2.tr;0;6
333.0;574160;data_2.tr;0;6
334.0;574400;data_2.tr;0;6
335.0;454200;data_2.tr;0;6
336.0;584360;data_2.tr;0;6
337.0;453720;data_2.tr;0;6
338.0;151080;data_2.tr;0;6
339.0;312400;data_2.tr;0;6
340.0;292360;data_2.tr;0;6
341.0;141440;data_2.tr;0;6
342.0;282080;data_2.tr;0;6
343.0;312600;data_2.tr;0;6
344.0;382840;data_2.tr;0;6
345.0;443240;data_2.tr;0;6
346.0;413240;data_2.tr;0;6
